1000 19		1000 24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
0		5.0000
19		24.0000
