1000 19		1000 57.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
0		0.0000
19		57.0000
